order_id,customer_id,product_id,product_name,category,price,quantity,payment_method,order_date,delivery_time_days,region,returned,shipping_cost,total_amount,customer_age,customer_gender
O12201,C01041,P0009,Coffee Maker,Home,88.79,4,PayPal,2023-03-26,12,South America,No,12.8,367.96,29,Male
O12202,C01713,P0004,Smart TV,Electronics,911.42,1,PayPal,2025-02-28,11,Asia,No,10.28,921.7,59,Female
O12203,C00607,P0016,Organic Snacks Pack,Grocery,22.75,3,Debit Card,2025-09-07,14,South America,Yes,23.73,91.98,38,Female
O12204,C02480,P0008,Vacuum Cleaner,Home,243.26,4,Credit Card,2025-09-29,13,South America,Yes,15.56,988.6,51,Female
O12205,C00867,P0010,Building Blocks,Toys,45.62,1,Credit Card,2023-06-13,13,North America,No,16.22,61.84,48,Male
O12206,C00168,P0004,Smart TV,Electronics,1071.32,2,Credit Card,2025-03-29,5,Asia,No,14.76,2157.4,22,Male
O12207,C00208,P0011,Remote Control Car,Toys,85.17,2,Debit Card,2025-02-20,5,Europe,No,11.42,181.76,27,Male
O12208,C02751,P0009,Coffee Maker,Home,85.11,2,Credit Card,2023-08-11,3,North America,No,14.46,184.68,29,Female
O12209,C00786,P0008,Vacuum Cleaner,Home,244.75,4,Gift Card,2025-10-11,7,Europe,No,6.59,985.59,49,Female
O12210,C00607,P0015,Perfume,Beauty,99.11,3,Gift Card,2024-04-22,13,Africa,No,23.43,320.76,12,Female
O12211,C02346,P0015,Perfume,Beauty,120.11,4,Gift Card,2025-08-03,11,North America,No,20.45,500.89,29,Male
O12212,C02803,P0001,Smartphone,Electronics,665.41,2,Credit Card,2025-04-24,5,Asia,No,5.17,1335.99,43,Female
O12213,C02948,P0006,Sneakers,Fashion,127.92,4,PayPal,2025-09-02,12,Asia,No,11.39,523.07,27,Female
O12214,C00435,P0002,Laptop,Electronics,1171.04,3,Credit Card,2025-03-28,7,Asia,No,13.74,3526.86,35,Female
O12215,C00399,P0011,Remote Control Car,Toys,79.32,3,Gift Card,2023-05-29,7,Africa,No,20.73,258.69,44,Male
O12216,C00150,P0003,Wireless Earbuds,Electronics,125.05,1,Credit Card,2024-07-04,14,Africa,No,6.55,131.6,15,Male
O12217,C01402,P0007,Jacket,Fashion,135.92,2,Gift Card,2023-02-01,7,Europe,No,19.15,290.99,34,Female
O12218,C00607,P0003,Wireless Earbuds,Electronics,136.9,4,Debit Card,2024-04-05,9,North America,No,19.22,566.82,25,Male
O12219,C00864,P0015,Perfume,Beauty,117.42,3,Credit Card,2023-07-08,13,South America,No,15.47,367.73,60,Female
O12220,C03321,P0009,Coffee Maker,Home,96.69,4,Gift Card,2025-10-03,8,Europe,No,6.89,393.65,35,Female
O12221,C01402,P0016,Organic Snacks Pack,Grocery,25.8,1,Gift Card,2024-07-22,3,Europe,No,13.18,38.98,39,Male
O12222,C03631,P0001,Smartphone,Electronics,718.36,3,Credit Card,2025-02-22,5,Europe,No,23.56,2178.64,33,Female
O12223,C02600,P0002,Laptop,Electronics,1115.13,2,Credit Card,2025-06-28,12,Asia,Yes,18.85,2249.11,40,Female
O12224,C00658,P0002,Laptop,Electronics,1102.82,4,Credit Card,2024-08-16,6,South America,No,10.09,4421.37,24,Female
O12225,C03675,P0004,Smart TV,Electronics,1035.32,2,Debit Card,2023-03-28,4,North America,No,11.99,2082.63,58,Female
O12226,C01761,P0017,Coffee Beans,Grocery,17.57,4,Credit Card,2024-07-11,12,South America,No,16.5,86.78,39,Male
O12227,C02957,P0016,Organic Snacks Pack,Grocery,22.56,4,Gift Card,2025-12-27,4,Asia,No,6.04,96.28,28,Female
O12228,C00281,P0004,Smart TV,Electronics,1083.23,3,Credit Card,2023-05-16,6,South America,No,12.93,3262.62,20,Male
O12229,C03731,P0016,Organic Snacks Pack,Grocery,26.28,1,Debit Card,2023-01-20,11,Africa,No,5.75,32.03,18,Female
O12230,C00961,P0006,Sneakers,Fashion,121.29,3,PayPal,2023-04-19,7,North America,No,19.15,383.02,63,Female
O12231,C02803,P0017,Coffee Beans,Grocery,17.46,1,Credit Card,2023-05-14,3,Africa,No,20.28,37.74,57,Female
O12232,C03366,P0003,Wireless Earbuds,Electronics,118.59,4,Credit Card,2025-05-12,7,Asia,No,15.21,489.57,29,Male
O12233,C01743,P0002,Laptop,Electronics,1316.61,2,PayPal,2025-11-27,6,Africa,No,14.05,2647.27,25,Male
O12234,C00509,P0001,Smartphone,Electronics,670.38,1,PayPal,2024-01-23,5,Europe,No,24.19,694.57,45,Female
O12235,C01358,P0003,Wireless Earbuds,Electronics,127.6,1,Gift Card,2025-05-22,2,Africa,No,18.15,145.75,43,Male
O12236,C02398,P0007,Jacket,Fashion,140.12,3,Credit Card,2024-07-02,12,Asia,No,16.4,436.76,27,Female
O12237,C02386,P0017,Coffee Beans,Grocery,16.96,3,Gift Card,2025-07-28,10,Africa,No,5.23,56.11,24,Male
O12238,C01402,P0007,Jacket,Fashion,150.71,3,PayPal,2024-12-07,10,South America,No,11.83,463.96,19,Male
O12239,C04173,P0005,Jeans,Fashion,56.49,3,Debit Card,2024-01-09,5,Asia,No,6.27,175.74,12,Male
O12240,C02600,P0008,Vacuum Cleaner,Home,257.1,4,Credit Card,2023-10-21,1,South America,No,7.63,1036.03,65,Female
O12241,C01277,P0007,Jacket,Fashion,161.1,1,Gift Card,2023-06-25,8,Europe,No,8.36,169.46,41,Female
O12242,C03600,P0007,Jacket,Fashion,155.12,1,PayPal,2025-02-15,1,North America,No,17.39,172.51,31,Female
O12243,C00607,P0001,Smartphone,Electronics,745.93,1,PayPal,2023-10-08,3,Asia,No,5.99,751.92,15,Male
O12244,C02335,P0007,Jacket,Fashion,163.19,3,Credit Card,2025-09-29,10,North America,No,6.24,495.81,35,Male
O12245,C03691,P0016,Organic Snacks Pack,Grocery,25.97,3,PayPal,2026-01-02,14,Europe,No,22.1,100.01,31,Male
O12246,C01402,P0006,Sneakers,Fashion,119.84,2,Credit Card,2026-01-03,13,Africa,No,24.13,263.81,32,Female
O12247,C03161,P0006,Sneakers,Fashion,131.74,4,PayPal,2024-09-01,4,Asia,No,8.05,535.01,37,Female
O12248,C01694,P0005,Jeans,Fashion,57.61,4,Gift Card,2025-10-03,10,Africa,No,18.96,249.4,28,Female
O12249,C00166,P0007,Jacket,Fashion,149.1,4,Debit Card,2023-05-06,11,Europe,No,16.79,613.19,34,Male
O12250,C03170,P0003,Wireless Earbuds,Electronics,130.53,4,Credit Card,2023-02-06,11,North America,Yes,16.57,538.69,34,Male
O12251,C02834,P0006,Sneakers,Fashion,124.75,2,PayPal,2025-03-11,8,Asia,Yes,16.37,265.87,28,Male
O12252,C03540,P0005,Jeans,Fashion,60.02,4,Debit Card,2023-12-31,10,South America,No,16.43,256.51,26,Male
O12253,C01184,P0006,Sneakers,Fashion,122.19,3,Gift Card,2024-04-30,4,Europe,No,11.32,377.89,25,Female
O12254,C00607,P0004,Smart TV,Electronics,1041.52,4,Credit Card,2025-07-13,9,Asia,No,23.95,4190.03,24,Female
O12255,C02758,P0017,Coffee Beans,Grocery,18.7,1,Credit Card,2024-04-23,8,Europe,No,15.71,34.41,12,Female
O12256,C04158,P0009,Coffee Maker,Home,83.52,3,Debit Card,2023-09-17,8,Africa,No,12.82,263.38,13,Female
O12257,C00607,P0010,Building Blocks,Toys,46.56,2,Gift Card,2024-07-11,6,Africa,No,19.85,112.97,30,Female
O12258,C03161,P0003,Wireless Earbuds,Electronics,128.17,4,PayPal,2024-05-12,5,South America,No,12.81,525.49,58,Male
O12259,C02791,P0010,Building Blocks,Toys,43.91,2,Debit Card,2024-08-11,1,Asia,No,10.66,98.48,34,Male
O12260,C01533,P0002,Laptop,Electronics,1267.39,2,Credit Card,2023-03-31,13,Africa,No,7.53,2542.31,24,Male
O12261,C00614,P0010,Building Blocks,Toys,41.9,2,Debit Card,2025-01-28,9,Asia,No,17.91,101.71,14,Male
O12262,C02044,P0003,Wireless Earbuds,Electronics,127.52,1,PayPal,2023-07-27,14,Asia,No,20.04,147.56,34,Male
O12263,C02416,P0013,Dumbbells,Sports,69.76,1,PayPal,2024-01-03,9,South America,No,14.94,84.7,35,Female
O12264,C01402,P0011,Remote Control Car,Toys,87.5,1,Debit Card,2023-02-05,1,Africa,No,12.3,99.8,50,Female
O12265,C01727,P0003,Wireless Earbuds,Electronics,122.22,3,PayPal,2024-09-02,4,Europe,No,5.19,371.85,40,Male
O12266,C02177,P0006,Sneakers,Fashion,118.05,1,Credit Card,2023-11-28,8,Europe,No,20.05,138.1,36,Male
O12267,C01402,P0003,Wireless Earbuds,Electronics,130.57,1,Credit Card,2024-05-30,11,Africa,No,24.17,154.74,58,Male
O12268,C02803,P0003,Wireless Earbuds,Electronics,123.69,4,Gift Card,2025-10-07,2,Europe,No,9.86,504.62,44,Male
O12269,C02803,P0006,Sneakers,Fashion,126.9,3,PayPal,2024-12-08,3,Europe,No,16.29,396.99,34,Male
O12270,C03319,P0001,Smartphone,Electronics,670.45,4,Gift Card,2024-11-20,11,South America,No,12.0,2693.8,41,Female
O12271,C02177,P0017,Coffee Beans,Grocery,16.29,3,Credit Card,2024-08-09,1,North America,No,8.46,57.33,38,Female
O12272,C02084,P0008,Vacuum Cleaner,Home,270.17,4,PayPal,2024-01-08,10,Asia,No,10.77,1091.45,45,Male
O12273,C04090,P0016,Organic Snacks Pack,Grocery,27.22,2,Gift Card,2023-12-09,3,Africa,No,22.87,77.31,18,Male
O12274,C02155,P0015,Perfume,Beauty,111.29,4,PayPal,2024-12-25,8,South America,No,10.94,456.1,35,Male
O12275,C02682,P0016,Organic Snacks Pack,Grocery,25.28,4,PayPal,2023-04-23,11,Africa,No,23.38,124.5,42,Female
O12276,C00727,P0003,Wireless Earbuds,Electronics,136.94,4,PayPal,2025-02-14,10,Asia,No,16.34,564.1,32,Female
O12277,C00435,P0009,Coffee Maker,Home,83.54,3,PayPal,2024-05-13,3,South America,No,18.8,269.42,74,Male
O12278,C01784,P0016,Organic Snacks Pack,Grocery,27.21,3,Gift Card,2023-02-18,8,Europe,No,17.76,99.39,38,Male
O12279,C00963,P0017,Coffee Beans,Grocery,19.26,2,Debit Card,2023-10-11,14,Africa,No,18.36,56.88,73,Female
O12280,C01031,P0003,Wireless Earbuds,Electronics,120.55,4,Gift Card,2024-01-16,9,Asia,No,16.42,498.62,42,Male
O12281,C01000,P0008,Vacuum Cleaner,Home,269.96,3,Credit Card,2023-08-09,9,Europe,No,6.7,816.58,49,Male
O12282,C00343,P0007,Jacket,Fashion,144.55,3,Gift Card,2023-08-18,4,Europe,No,23.58,457.23,40,Female
O12283,C04090,P0004,Smart TV,Electronics,951.35,1,Debit Card,2025-10-18,12,Europe,No,18.33,969.68,26,Female
O12284,C00607,P0008,Vacuum Cleaner,Home,233.76,4,Debit Card,2024-09-23,4,Africa,No,11.64,946.68,41,Male
O12285,C00457,P0007,Jacket,Fashion,153.23,2,PayPal,2024-07-06,10,Africa,No,24.9,331.36,31,Female
O12286,C02398,P0015,Perfume,Beauty,117.17,3,Gift Card,2023-01-13,1,Africa,No,14.31,365.82,12,Male
O12287,C01661,P0001,Smartphone,Electronics,682.18,4,Debit Card,2023-02-19,1,South America,No,7.53,2736.25,52,Male
O12288,C02190,P0006,Sneakers,Fashion,110.42,2,Debit Card,2024-11-28,6,Europe,No,16.13,236.97,32,Female
O12289,C03549,P0005,Jeans,Fashion,56.15,2,Debit Card,2023-08-18,13,Asia,No,18.51,130.81,29,Female
O12290,C00435,P0017,Coffee Beans,Grocery,18.26,4,Gift Card,2023-07-22,13,Asia,No,9.18,82.22,42,Male
O12291,C02398,P0005,Jeans,Fashion,55.08,4,Credit Card,2025-01-23,9,Africa,No,16.73,237.05,47,Female
O12292,C04143,P0005,Jeans,Fashion,54.55,2,PayPal,2023-06-14,13,Europe,Yes,20.59,129.69,33,Female
O12293,C00712,P0004,Smart TV,Electronics,1022.26,4,Gift Card,2023-05-31,1,Europe,No,7.3,4096.34,43,Male
O12294,C00607,P0008,Vacuum Cleaner,Home,265.59,2,Debit Card,2025-03-17,6,Africa,No,18.1,549.28,39,Male
O12295,C02727,P0008,Vacuum Cleaner,Home,253.4,4,Credit Card,2023-07-31,3,Africa,No,7.45,1021.05,39,Female
O12296,C00607,P0011,Remote Control Car,Toys,73.44,2,Credit Card,2025-05-07,7,Europe,No,6.11,152.99,51,Male
O12297,C00435,P0013,Dumbbells,Sports,69.29,2,Debit Card,2023-04-05,5,Africa,No,8.06,146.64,40,Male
O12298,C00444,P0004,Smart TV,Electronics,1054.87,4,Gift Card,2023-06-20,1,North America,Yes,7.26,4226.74,27,Female
O12299,C00607,P0017,Coffee Beans,Grocery,19.57,2,PayPal,2024-07-22,6,Europe,No,14.42,53.56,34,Male
O12300,C03849,P0002,Laptop,Electronics,1087.64,2,PayPal,2025-08-24,13,Asia,No,7.04,2182.32,54,Male
O12301,C01402,P0007,Jacket,Fashion,140.86,2,Debit Card,2023-02-25,9,North America,No,20.16,301.88,37,Female
O12302,C01721,P0005,Jeans,Fashion,59.15,1,PayPal,2023-08-25,10,North America,No,15.03,74.18,24,Female
O12303,C01785,P0006,Sneakers,Fashion,121.7,2,Credit Card,2025-05-02,1,Africa,No,12.52,255.92,16,Female
O12304,C02803,P0007,Jacket,Fashion,160.31,2,Debit Card,2023-11-25,14,North America,No,15.02,335.64,59,Male
O12305,C02812,P0008,Vacuum Cleaner,Home,252.55,4,Gift Card,2023-05-13,12,South America,No,5.18,1015.38,50,Male
O12306,C02398,P0006,Sneakers,Fashion,118.4,1,Gift Card,2023-04-30,11,Europe,No,22.87,141.27,31,Female
O12307,C00607,P0003,Wireless Earbuds,Electronics,124.55,3,Credit Card,2024-02-13,10,Africa,Yes,11.72,385.37,44,Male
O12308,C02243,P0005,Jeans,Fashion,56.25,3,Gift Card,2025-11-10,8,Asia,No,16.37,185.12,35,Female
O12309,C01701,P0007,Jacket,Fashion,145.81,4,Debit Card,2025-09-02,2,South America,Yes,22.86,606.1,12,Female
O12310,C01533,P0013,Dumbbells,Sports,74.72,3,PayPal,2025-12-16,13,Europe,No,21.05,245.21,38,Male
O12311,C00435,P0012,Yoga Mat,Sports,32.53,4,Debit Card,2024-08-16,14,South America,No,7.92,138.04,39,Female
O12312,C02803,P0006,Sneakers,Fashion,126.47,3,Credit Card,2025-05-21,1,South America,Yes,13.03,392.44,28,Male
O12313,C01221,P0004,Smart TV,Electronics,1005.75,2,Gift Card,2024-11-11,6,North America,No,24.86,2036.36,42,Female
O12314,C00435,P0006,Sneakers,Fashion,120.11,1,Gift Card,2023-08-31,5,Europe,No,16.06,136.17,24,Female
O12315,C00216,P0001,Smartphone,Electronics,650.46,1,Credit Card,2023-03-16,7,Africa,No,12.81,663.27,50,Male
O12316,C02803,P0006,Sneakers,Fashion,131.72,3,Gift Card,2026-01-05,7,Asia,Yes,12.39,407.55,53,Male
O12317,C03784,P0003,Wireless Earbuds,Electronics,131.5,1,Credit Card,2025-06-01,14,Africa,Yes,21.13,152.63,49,Male
O12318,C01402,P0017,Coffee Beans,Grocery,18.5,4,Debit Card,2025-09-01,6,Asia,No,17.52,91.52,28,Male
O12319,C00607,P0005,Jeans,Fashion,60.04,1,Gift Card,2023-02-16,12,North America,No,24.3,84.34,22,Female
O12320,C00607,P0006,Sneakers,Fashion,128.89,4,PayPal,2025-01-01,12,South America,No,5.33,520.89,47,Male
O12321,C02416,P0008,Vacuum Cleaner,Home,232.78,4,PayPal,2024-11-22,1,Europe,No,12.39,943.51,38,Female
O12322,C01622,P0016,Organic Snacks Pack,Grocery,27.01,3,Credit Card,2025-01-13,12,Europe,No,7.31,88.34,39,Female
O12323,C00607,P0001,Smartphone,Electronics,733.66,4,Gift Card,2023-08-18,1,Africa,No,10.14,2944.78,41,Male
O12324,C00832,P0008,Vacuum Cleaner,Home,254.38,3,PayPal,2023-11-28,11,North America,No,18.57,781.71,30,Female
O12325,C00658,P0003,Wireless Earbuds,Electronics,116.55,3,Gift Card,2024-02-26,13,Europe,No,20.45,370.1,24,Male
O12326,C00845,P0008,Vacuum Cleaner,Home,244.16,1,Gift Card,2023-01-28,7,Europe,No,16.11,260.27,57,Male
O12327,C02503,P0016,Organic Snacks Pack,Grocery,25.18,4,Gift Card,2024-11-12,11,Asia,No,12.38,113.1,54,Female
O12328,C00789,P0017,Coffee Beans,Grocery,18.63,1,Debit Card,2023-10-16,13,South America,No,13.48,32.11,42,Male
O12329,C02793,P0002,Laptop,Electronics,1293.67,4,Credit Card,2024-11-25,9,North America,No,20.28,5194.96,25,Male
O12330,C01961,P0011,Remote Control Car,Toys,80.81,1,PayPal,2023-07-13,11,Africa,No,16.97,97.78,48,Female
O12331,C03480,P0015,Perfume,Beauty,100.38,3,Gift Card,2023-09-01,9,Europe,No,13.31,314.45,22,Male
O12332,C02981,P0002,Laptop,Electronics,1104.38,1,Gift Card,2024-04-14,14,Africa,No,14.28,1118.66,57,Male
O12333,C02416,P0016,Organic Snacks Pack,Grocery,25.62,4,Debit Card,2023-04-21,12,Asia,No,14.86,117.34,23,Female
O12334,C03604,P0001,Smartphone,Electronics,708.53,3,Credit Card,2023-04-25,6,South America,No,11.84,2137.43,12,Male
O12335,C00559,P0017,Coffee Beans,Grocery,17.72,4,PayPal,2025-01-31,2,North America,No,10.94,81.82,31,Female
O12336,C03784,P0006,Sneakers,Fashion,115.77,1,Gift Card,2025-10-09,14,Asia,No,7.12,122.89,27,Male
O12337,C03600,P0001,Smartphone,Electronics,745.88,2,PayPal,2025-11-22,9,Europe,No,22.27,1514.03,49,Female
O12338,C00159,P0017,Coffee Beans,Grocery,17.41,1,Debit Card,2023-11-18,14,Asia,No,8.55,25.96,30,Male
O12339,C02335,P0008,Vacuum Cleaner,Home,227.75,2,Debit Card,2024-03-28,14,Europe,No,10.61,466.11,29,Male
O12340,C01332,P0014,Skin Care Set,Beauty,79.62,4,Debit Card,2024-03-16,5,Africa,No,17.59,336.07,61,Female
O12341,C04168,P0009,Coffee Maker,Home,83.21,2,Gift Card,2025-06-26,13,Africa,No,13.85,180.27,22,Male
O12342,C00435,P0003,Wireless Earbuds,Electronics,125.42,4,Debit Card,2024-12-10,7,Africa,No,14.8,516.48,23,Female
O12343,C00549,P0006,Sneakers,Fashion,119.39,1,Credit Card,2024-03-13,14,South America,No,10.42,129.81,34,Male
O12344,C00159,P0006,Sneakers,Fashion,118.76,2,PayPal,2023-05-25,6,Europe,No,16.85,254.37,12,Male
O12345,C00435,P0017,Coffee Beans,Grocery,19.33,4,Debit Card,2025-10-04,10,Europe,No,21.62,98.94,33,Female
O12346,C02976,P0014,Skin Care Set,Beauty,87.0,2,Debit Card,2023-04-16,11,Europe,No,14.34,188.34,31,Female
O12347,C03587,P0010,Building Blocks,Toys,43.79,4,Credit Card,2025-10-27,8,Asia,No,16.35,191.51,43,Female
O12348,C01816,P0009,Coffee Maker,Home,83.3,4,Debit Card,2024-11-12,13,South America,No,15.68,348.88,28,Male
O12349,C00559,P0010,Building Blocks,Toys,40.91,1,Credit Card,2023-08-16,4,South America,No,18.41,59.32,35,Female
O12350,C02798,P0013,Dumbbells,Sports,64.17,2,Debit Card,2025-11-16,5,Asia,No,22.44,150.78,32,Male
O12351,C00868,P0007,Jacket,Fashion,156.72,3,Credit Card,2025-06-01,2,North America,No,24.22,494.38,29,Male
O12352,C02670,P0004,Smart TV,Electronics,1056.23,2,Credit Card,2023-09-09,14,South America,No,8.4,2120.86,29,Male
O12353,C00208,P0001,Smartphone,Electronics,700.12,3,PayPal,2025-01-12,12,North America,No,14.32,2114.68,42,Male
O12354,C00188,P0017,Coffee Beans,Grocery,18.19,3,PayPal,2025-12-05,6,South America,No,13.52,68.09,30,Female
O12355,C00313,P0004,Smart TV,Electronics,1040.77,1,PayPal,2025-04-09,11,North America,No,20.31,1061.08,43,Female
O12356,C02803,P0016,Organic Snacks Pack,Grocery,24.1,1,PayPal,2025-11-22,12,Europe,No,11.9,36.0,51,Male
O12357,C01440,P0005,Jeans,Fashion,55.02,2,PayPal,2024-12-18,5,Africa,No,11.67,121.71,30,Female
O12358,C00559,P0007,Jacket,Fashion,159.78,2,Credit Card,2025-03-20,1,Asia,No,14.71,334.27,18,Female
O12359,C01840,P0014,Skin Care Set,Beauty,79.54,2,PayPal,2024-09-19,8,Africa,No,5.8,164.88,33,Female
O12360,C01038,P0008,Vacuum Cleaner,Home,233.57,4,Debit Card,2025-10-08,1,Asia,No,9.41,943.69,34,Male
O12361,C02350,P0001,Smartphone,Electronics,649.37,1,Gift Card,2023-08-25,2,Africa,Yes,10.2,659.57,28,Female
O12362,C01533,P0009,Coffee Maker,Home,91.61,1,Gift Card,2025-12-15,4,South America,No,21.72,113.33,50,Female
O12363,C00576,P0012,Yoga Mat,Sports,28.53,4,Credit Card,2025-06-08,9,North America,No,16.49,130.61,28,Female
O12364,C02172,P0003,Wireless Earbuds,Electronics,133.0,4,Credit Card,2024-11-05,2,North America,No,16.49,548.49,57,Male
O12365,C01693,P0010,Building Blocks,Toys,45.31,3,Debit Card,2023-11-08,1,South America,No,20.0,155.93,60,Female
O12366,C02398,P0009,Coffee Maker,Home,81.35,2,Debit Card,2025-09-26,1,North America,No,21.87,184.57,36,Female
O12367,C03359,P0007,Jacket,Fashion,138.04,1,Credit Card,2025-01-09,7,Asia,No,14.49,152.53,60,Male
O12368,C00607,P0004,Smart TV,Electronics,929.29,3,Credit Card,2025-10-22,3,South America,No,6.03,2793.9,40,Female
O12369,C03513,P0009,Coffee Maker,Home,88.35,4,Credit Card,2024-10-04,10,South America,No,22.63,376.03,59,Male
O12370,C02702,P0002,Laptop,Electronics,1087.4,2,PayPal,2023-11-15,5,South America,No,24.19,2198.99,47,Female
O12371,C01402,P0005,Jeans,Fashion,61.52,3,Credit Card,2024-10-23,5,Europe,No,8.14,192.7,28,Female
O12372,C01402,P0001,Smartphone,Electronics,676.26,2,PayPal,2025-02-06,6,Africa,No,15.62,1368.14,27,Male
O12373,C03780,P0013,Dumbbells,Sports,70.68,2,Credit Card,2025-07-25,6,Africa,No,10.81,152.17,28,Female
O12374,C02600,P0003,Wireless Earbuds,Electronics,119.49,3,Gift Card,2023-12-27,9,South America,No,7.17,365.64,25,Male
O12375,C02416,P0013,Dumbbells,Sports,69.33,2,Gift Card,2025-10-07,14,Asia,No,17.05,155.71,14,Male
O12376,C02398,P0016,Organic Snacks Pack,Grocery,22.66,4,Gift Card,2025-02-27,7,South America,No,18.53,109.17,56,Male
O12377,C02404,P0007,Jacket,Fashion,154.38,1,PayPal,2024-09-24,11,North America,No,21.74,176.12,37,Female
O12378,C03692,P0004,Smart TV,Electronics,1053.65,4,Gift Card,2023-05-12,11,Africa,No,5.73,4220.33,30,Male
O12379,C00435,P0009,Coffee Maker,Home,85.01,1,PayPal,2023-06-11,7,Africa,No,21.27,106.28,34,Male
O12380,C02925,P0017,Coffee Beans,Grocery,16.93,2,Credit Card,2023-08-28,10,Europe,Yes,19.2,53.06,25,Male
O12381,C02922,P0003,Wireless Earbuds,Electronics,141.54,3,Debit Card,2024-08-13,7,South America,No,14.55,439.17,27,Male
O12382,C03488,P0006,Sneakers,Fashion,126.38,1,Debit Card,2024-03-23,14,Asia,No,23.09,149.47,25,Female
O12383,C01155,P0001,Smartphone,Electronics,669.68,4,Credit Card,2024-07-14,12,North America,No,16.79,2695.51,43,Male
O12384,C03329,P0009,Coffee Maker,Home,97.66,4,PayPal,2023-01-27,2,Asia,Yes,16.19,406.83,72,Female
O12385,C02045,P0010,Building Blocks,Toys,41.51,2,Debit Card,2025-08-06,1,South America,No,8.59,91.61,42,Female
O12386,C03879,P0009,Coffee Maker,Home,84.11,2,Credit Card,2023-11-23,1,Africa,No,16.06,184.28,42,Female
O12387,C02398,P0017,Coffee Beans,Grocery,16.69,3,PayPal,2023-05-29,10,Europe,No,19.56,69.63,27,Female
O12388,C01251,P0010,Building Blocks,Toys,42.79,3,PayPal,2023-01-22,14,North America,No,24.33,152.7,65,Male
O12389,C02992,P0006,Sneakers,Fashion,112.51,1,Gift Card,2025-05-08,14,Asia,No,15.44,127.95,27,Female
O12390,C00444,P0009,Coffee Maker,Home,82.57,1,PayPal,2025-02-19,6,North America,Yes,12.88,95.45,27,Male
O12391,C02488,P0005,Jeans,Fashion,62.21,1,Gift Card,2024-06-28,7,North America,No,10.44,72.65,49,Male
O12392,C02803,P0001,Smartphone,Electronics,676.2,2,PayPal,2025-01-06,14,Africa,No,9.25,1361.65,41,Female
O12393,C00571,P0011,Remote Control Car,Toys,87.57,3,Credit Card,2023-12-04,10,South America,No,14.88,277.59,42,Male
O12394,C00270,P0002,Laptop,Electronics,1168.5,1,PayPal,2025-06-22,12,North America,No,14.06,1182.56,42,Male
O12395,C00082,P0002,Laptop,Electronics,1284.62,2,PayPal,2025-12-07,12,Asia,No,13.89,2583.13,29,Male
O12396,C01761,P0017,Coffee Beans,Grocery,19.26,4,Credit Card,2023-08-06,4,Europe,No,5.14,82.18,28,Male
O12397,C00435,P0003,Wireless Earbuds,Electronics,135.04,3,Gift Card,2025-03-16,2,Europe,Yes,22.8,427.92,35,Female
O12398,C03975,P0004,Smart TV,Electronics,945.73,3,Credit Card,2024-02-11,6,South America,Yes,24.68,2861.87,53,Female
O12399,C02803,P0007,Jacket,Fashion,158.18,2,Credit Card,2023-01-25,8,Asia,No,8.11,324.47,29,Female
O12400,C00961,P0004,Smart TV,Electronics,971.88,4,Gift Card,2025-03-08,4,Europe,No,15.93,3903.45,73,Female
O12401,C03604,P0015,Perfume,Beauty,101.27,4,Credit Card,2024-08-05,12,Europe,No,6.27,411.35,12,Male
O12402,C02803,P0002,Laptop,Electronics,1175.19,3,Gift Card,2024-05-03,4,Africa,No,9.91,3535.48,12,Male
O12403,C02085,P0003,Wireless Earbuds,Electronics,117.41,3,Debit Card,2025-01-17,11,Europe,No,23.88,376.11,49,Male
O12404,C01294,P0003,Wireless Earbuds,Electronics,125.69,4,Credit Card,2024-06-26,6,Africa,No,20.15,522.91,12,Male
O12405,C02803,P0004,Smart TV,Electronics,991.75,2,Debit Card,2023-09-04,6,Asia,No,11.56,1995.06,40,Male
O12406,C02416,P0003,Wireless Earbuds,Electronics,121.66,1,Debit Card,2023-08-23,6,Europe,No,13.6,135.26,41,Female
O12407,C00607,P0009,Coffee Maker,Home,88.58,2,Gift Card,2024-02-27,3,Africa,No,24.81,201.97,44,Female
O12408,C03705,P0017,Coffee Beans,Grocery,19.51,4,Gift Card,2023-10-09,12,North America,No,10.45,88.49,24,Male
O12409,C01402,P0003,Wireless Earbuds,Electronics,135.28,3,Credit Card,2023-08-01,4,Europe,No,11.78,417.62,34,Male
O12410,C00607,P0003,Wireless Earbuds,Electronics,141.06,4,Credit Card,2025-04-23,5,North America,No,24.14,588.38,37,Female
O12411,C00607,P0002,Laptop,Electronics,1166.36,1,Gift Card,2024-07-20,9,South America,No,15.19,1181.55,33,Female
O12412,C03222,P0009,Coffee Maker,Home,81.45,2,Credit Card,2025-07-24,10,North America,No,8.31,171.21,43,Female
O12413,C02803,P0001,Smartphone,Electronics,645.0,2,PayPal,2024-11-22,10,Europe,No,15.73,1305.73,48,Male
O12414,C01761,P0009,Coffee Maker,Home,97.71,1,Debit Card,2024-04-19,11,North America,Yes,23.61,121.32,27,Male
O12415,C00607,P0016,Organic Snacks Pack,Grocery,24.69,2,Gift Card,2023-03-30,3,Africa,No,6.4,55.78,31,Female
O12416,C00159,P0010,Building Blocks,Toys,45.54,1,Debit Card,2024-11-26,2,Asia,No,15.0,60.54,66,Female
O12417,C04081,P0009,Coffee Maker,Home,92.37,2,Debit Card,2025-07-06,1,North America,No,21.92,206.66,28,Male
O12418,C00564,P0014,Skin Care Set,Beauty,86.24,2,Debit Card,2025-05-14,3,Africa,No,20.08,192.56,32,Male
